available_amount,monthly_expenses,savings_goal,actual_savings
3203.69,1264.31,1220.5,215.54
7711.08,1682.44,2327.98,2306.15
1760.33,1307.85,153.99,254.65
7969.76,5512.4,1135.14,733.71
6309.87,3671.36,1235.17,342.41
1996.75,1538.98,155.82,277.13
1715.55,1351.95,220.39,54.31
7757.53,4743.98,963.66,1801.13
3636.42,3186.05,163.21,283.5
9003.72,6336.8,1291.47,558.64
7858.66,5295.26,2023.75,155.83
7283.71,3299.49,830.91,2616.43
3507.45,707.04,519.65,132.28
7380.5,2720.89,659.38,1264.62
9533.33,7004.56,1394.76,78.56
1824.04,1271.19,198.62,84.8
3935.46,1699.0,695.28,228.97
3112.05,1985.2,183.98,851.47
4539.25,1528.37,2146.49,772.68
7680.99,2953.64,1676.03,1637.92
5268.18,4547.42,350.4,230.44
6136.58,3002.17,282.17,2416.81
3827.39,1421.84,207.79,81.22
2271.6,1228.88,56.19,409.32
3402.4,1602.23,529.03,897.98
8737.12,6209.21,956.33,1639.89
6421.75,5609.28,158.97,336.93
4401.9,2703.72,475.05,178.85
8109.15,4977.42,15.68,1676.56
1580.12,719.56,241.71,176.68
3285.02,1955.38,126.76,42.61
3070.93,1300.63,181.82,551.08
9868.28,1981.2,28.43,5060.19
7354.89,5930.01,793.81,240.84
6560.07,3284.04,2440.73,2206.43
1044.86,568.89,236.67,335.49
2658.79,687.17,151.74,1294.94
6719.87,5281.67,1138.65,819.26
4417.47,1410.22,2347.07,2116.22
9318.52,4542.17,1789.16,3081.65
7882.52,6212.89,144.08,611.29
5026.46,2616.01,1389.84,1855.86
7745.63,6597.78,882.9,713.22
9778.64,3388.49,3980.8,5362.44
5148.83,3607.59,769.63,525.55
6782.73,6000.0,382.5,399.95
9267.98,5419.26,3010.99,1468.99
3238.07,2216.55,59.75,258.54
8979.02,4267.36,563.73,2209.29
1877.9,1363.24,342.07,179.45
6836.03,5716.37,129.98,78.38
8045.54,5568.63,759.51,1173.62
6531.46,5585.38,213.06,201.45
5459.81,3341.72,412.51,829.13
6556.12,3959.87,53.42,1108.17
2364.97,977.3,628.62,675.98
2940.14,2048.51,286.21,201.66
3429.09,2802.83,276.35,188.02
6380.01,4162.46,540.21,1520.15
4977.11,1807.33,2387.38,1068.12
3200.28,1858.97,634.55,731.79
8945.28,6522.51,1863.03,386.2
4365.3,3743.48,174.11,222.82
5014.29,1552.51,6.34,93.69
4687.31,1355.79,2082.24,2478.89
2637.49,1289.89,891.98,532.84
7584.64,2183.83,253.64,4215.5
5036.12,4463.52,286.47,321.59
1146.31,569.73,304.9,80.87
9676.12,5549.52,481.11,3218.94
8341.87,2994.41,2363.68,473.03
7512.03,3864.1,709.74,1887.25
8821.83,7845.12,12.85,416.44
9161.27,4966.15,2909.44,1567.48
4037.41,832.42,1260.7,586.05
6498.63,2402.99,2561.24,3465.58
6479.27,5733.63,431.22,539.35
3405.7,3039.06,291.46,200.82
2997.57,1041.19,685.44,1407.32
2025.17,1277.24,255.82,224.34
6933.83,1760.05,1166.19,1718.2
8028.27,4850.75,1589.13,711.74
7848.58,2261.52,2172.75,3948.2
3846.48,2973.57,508.91,544.23
2847.34,2442.17,115.56,340.54
5082.53,1631.95,361.19,1562.3
5921.32,3102.17,1945.07,1050.39
9271.78,2516.64,4474.86,1427.19
8873.41,3881.21,1401.81,3785.01
9244.52,2270.16,3851.81,716.27
8652.36,3332.74,2095.52,3739.38
9681.23,8646.85,629.7,293.11
5189.5,1199.93,1245.17,1743.31
1427.26,1143.63,121.54,99.44
1752.06,445.4,60.44,513.72
4512.49,2573.46,271.32,1247.63
3319.18,1714.3,1003.71,62.44
2529.47,2155.33,114.21,120.49
9578.83,3250.43,177.73,937.95
2758.78,898.75,249.45,267.18
9634.41,6976.28,875.27,1323.43
7847.55,5556.09,1316.05,674.51
6768.51,4666.4,611.27,207.45
7084.17,1546.4,3301.34,828.06
3983.27,1521.5,1689.88,913.2
6817.84,5371.96,394.59,134.5
2680.23,1663.35,651.11,605.54
9439.35,5866.9,362.62,3111.98
3716.14,1513.0,731.94,420.15
3296.68,1259.73,158.98,383.92
7400.47,6383.56,42.73,307.76
6908.04,4900.76,103.62,326.19
5061.69,1461.85,301.67,540.94
6692.02,5731.01,642.51,119.24
2435.44,1479.92,415.6,158.87
7059.95,3059.46,3032.02,2667.65
3435.5,1642.16,771.85,747.85
3455.52,2445.76,507.88,610.19
2459.62,1139.77,194.79,440.97
3991.39,2415.28,681.61,590.2
3981.26,2776.33,371.41,358.64
5087.61,1713.32,2514.35,1152.7
2713.78,2336.48,281.89,144.45
2737.07,1229.82,239.35,915.46
5875.65,2900.0,1476.23,848.88
2159.9,1488.08,342.99,225.2
7200.07,4508.32,1211.36,942.81
9495.52,4824.52,464.6,2730.28
4841.16,3170.09,874.33,1117.0
9109.95,7579.29,978.5,606.7
1884.85,1432.86,124.83,288.31
1386.62,1077.38,127.3,138.88
7492.32,2853.72,431.68,773.24
7849.19,3874.22,2959.57,1335.19
8587.52,5046.66,310.29,1886.36
1511.36,349.02,193.76,190.3
7992.16,5905.05,498.37,1015.75
4388.85,1871.51,1663.03,964.42
3730.04,1483.87,1259.03,1452.57
2557.22,975.59,8.88,207.77
9964.14,3969.37,880.33,1163.42
1572.97,686.78,531.82,409.3
8443.07,5263.22,1027.31,1927.92
6755.45,4110.66,55.46,1461.35
7615.72,2886.35,3646.98,3063.19
7405.45,2551.16,587.3,2953.25
8725.91,6792.69,789.48,1509.59
2654.13,703.1,387.58,405.5
1007.42,563.12,262.12,287.52
6386.76,3604.64,1728.76,1374.86
4184.73,2518.77,529.4,681.18
2114.09,1733.46,200.5,76.96
2675.25,1703.44,706.76,695.0
3985.74,3513.61,307.76,90.0
1632.1,1321.92,102.96,165.91
1512.22,529.76,346.99,173.4
9244.24,3409.54,4139.74,1164.18
3808.92,1681.04,58.51,753.73
9840.08,4664.79,94.45,3303.01
9679.3,5682.69,657.99,2386.1
2283.14,828.23,963.29,83.28
7434.32,2643.95,587.16,3089.83
6407.24,2992.01,779.44,1951.59
7215.82,4837.6,1196.85,702.31
1865.72,1271.84,87.53,212.85
2697.04,2382.25,76.34,76.36
1689.75,577.37,415.51,708.47
6437.21,3057.68,616.72,740.44
9879.32,8647.11,978.29,581.96
7047.86,4813.73,292.13,1339.08
7396.85,4546.07,1938.39,1680.94
9861.27,5697.37,1565.96,2184.93
7102.1,1795.82,548.13,4547.06
1361.63,1123.84,22.54,119.19
8803.05,5615.06,1275.95,1150.81
4282.1,2569.98,484.22,489.36
1039.27,600.34,82.38,143.76
5565.11,2639.75,2244.19,1857.29
9433.14,3568.23,2174.14,921.71
3315.98,2416.44,668.4,239.7
5423.62,3019.31,315.44,1367.47
2563.99,573.71,292.12,662.6
1519.23,728.27,377.15,294.0
1724.9,1466.21,55.85,72.43
7543.1,3482.85,600.72,1415.96
8776.67,4294.1,339.55,3805.47
2289.69,1458.01,50.75,622.05
3594.87,2736.31,517.31,139.85
2755.27,1840.3,206.53,448.46
1241.7,987.2,199.21,130.7
5980.88,1673.33,631.04,440.84
7299.3,6184.07,316.23,165.77
6830.9,5688.4,342.67,721.83
4492.48,2531.08,784.8,147.6
5995.09,3820.79,1514.42,559.02
1846.89,644.51,802.97,494.82
2388.73,1226.77,9.26,76.34
9386.15,3209.05,2022.41,2003.53
7853.57,1691.53,4081.42,2361.55
9304.65,8249.8,0.17,475.34
9250.12,3528.02,2442.83,1170.08
6844.53,4210.59,546.75,713.14
9354.15,3836.84,1821.9,2937.06
4750.34,2182.47,863.43,1512.78
1032.55,494.0,168.78,198.61
1563.14,679.24,630.72,60.21
1985.39,1282.92,301.48,112.86
1858.18,1621.55,171.08,145.5
4165.32,2082.85,1210.74,762.09
7311.44,6443.78,243.72,197.01
8115.84,5416.98,1065.65,1604.25
6311.92,3944.92,738.24,1090.89
2317.93,848.3,974.16,542.74
7731.11,1886.74,877.11,549.11
4193.22,3339.29,639.7,328.83
1116.94,672.16,206.53,88.39
3525.3,1727.71,879.75,990.72
3975.4,3054.61,380.69,364.16
3468.21,1447.65,896.31,1155.37
8306.83,6217.93,1115.77,1221.1
7839.34,3367.58,2343.33,1326.03
7259.97,6131.89,193.26,709.28
2251.05,872.45,642.36,236.58
8270.51,2450.45,1651.16,1880.15
7094.58,4885.81,1125.64,987.1
2753.54,864.59,827.86,645.94
6832.85,5907.36,133.03,555.46
5351.6,3526.11,1073.0,268.45
4954.15,1791.43,1156.32,2122.73
2009.11,695.5,579.5,379.46
5664.74,4796.41,467.26,406.9
1899.39,1188.07,371.52,329.56
2478.28,2046.11,258.93,158.98
2192.92,607.78,262.18,6.58
9586.97,8127.59,128.88,779.49
3563.78,2010.1,831.76,341.8
4196.84,2803.05,263.13,237.74
3898.73,1797.36,192.66,574.77
9084.25,2192.92,723.52,5405.11
6066.69,5281.55,196.48,347.45
9272.44,8310.13,763.52,492.06
3699.32,1683.87,253.56,932.98
2033.51,1750.26,67.65,59.76
6005.97,1906.34,3019.73,1429.55
4109.83,1266.98,2190.84,725.84
8217.16,2063.97,1126.49,4092.88
8914.81,4224.63,3303.59,2966.33
5253.16,1242.96,445.67,2191.0
9742.23,4639.84,3108.53,3796.3
5977.12,1774.45,43.74,1878.73
3438.28,2445.89,322.82,116.54
5400.78,4230.72,231.52,395.64
1335.79,910.3,239.64,78.7
8236.01,2803.09,69.79,1372.65
1912.92,1409.42,187.26,179.72
3778.74,1415.7,1317.11,660.4
6087.85,4454.13,61.04,1133.71
1386.78,828.15,401.05,55.2
1713.85,782.71,269.06,151.78
7265.05,1877.61,712.29,843.72
1645.99,1282.65,65.54,256.53
5293.75,4540.75,204.16,125.03
4048.26,2696.72,214.49,585.16
3052.71,2671.67,155.64,145.23
2699.01,2304.63,199.69,49.39
7870.7,2646.33,1811.52,528.7
9563.88,6808.03,941.47,276.21
2261.62,1005.32,785.64,671.25
9637.13,5216.21,1064.62,3312.28
6352.86,1968.6,2184.31,1169.2
6774.94,5977.84,569.4,262.78
7389.34,5233.84,381.98,69.13
7337.07,2838.24,2231.06,2522.1
8378.3,3854.27,3430.92,1517.03
5351.22,2652.8,1143.69,384.27
5800.23,4195.15,1254.4,1051.08
3914.44,3319.4,147.59,179.88
1947.32,827.63,505.47,708.36
6981.76,3705.57,815.21,1381.84
1302.49,801.35,1.49,373.36
3480.72,1654.53,1457.02,312.04
1848.07,1021.85,158.67,356.92
2716.54,744.32,1535.34,926.44
6748.58,2141.81,2406.7,2209.29
6656.29,3200.15,2499.3,951.42
4789.49,4025.37,591.25,220.04
1811.55,805.32,457.09,151.05
4900.37,1836.93,2449.99,1735.22
4174.7,3005.8,717.55,80.99
7484.13,6469.22,425.3,290.94
6211.24,3238.46,1557.6,285.18
5424.09,1117.49,669.32,575.56
5382.84,3669.51,15.12,786.37
9696.67,4756.63,1014.84,1150.86
7806.65,5242.57,892.24,1659.62
5472.82,2158.49,604.67,194.75
5313.0,1071.56,1744.2,1142.88
1238.31,546.28,364.26,100.24
9482.58,6574.79,1525.53,645.66
3872.57,1840.16,1453.19,1131.59
3303.45,1167.51,1651.2,543.38
9994.68,5245.26,3384.23,1581.92
7468.21,5426.73,1012.86,775.15
1426.27,404.5,168.2,157.51
1556.97,1065.32,371.08,229.92
1229.51,820.26,57.25,137.44
6396.57,2939.33,418.82,2011.61
1644.08,1445.53,50.44,77.98
9400.5,7767.57,749.32,625.38
9432.16,3973.89,2975.73,2090.49
5914.49,1311.62,48.95,2953.78
6549.75,2723.47,2381.54,2346.92
3627.05,1245.19,333.5,1658.09
1575.75,918.78,155.83,103.46
7637.14,6439.04,308.72,827.1
1916.07,1550.56,97.21,35.02
1770.02,732.93,630.85,372.14
3801.01,1900.57,62.25,537.06
1112.19,250.89,135.41,178.45
4906.32,2850.15,36.71,1042.46
7369.13,1800.7,3467.12,1198.08
8212.14,7038.0,924.02,500.5
6438.77,5195.14,656.18,494.99
8621.87,3017.06,2646.09,1728.49
4658.52,3212.32,1050.6,586.06
8638.95,5162.76,709.01,1615.4
5558.26,4229.56,70.65,874.32
3007.33,1602.77,573.02,116.46
9497.31,3174.38,1316.93,613.56
3474.74,2251.25,441.51,228.49
1235.81,316.61,335.55,396.34
3184.07,1939.77,317.38,364.56
4300.19,1500.31,1089.32,908.24
4162.15,2827.99,405.74,1012.49
5722.01,4461.05,114.05,52.68
8948.14,2475.66,4487.89,1452.13
3631.04,1743.58,1058.9,756.99
5686.94,4057.43,53.85,121.38
4061.25,1277.64,257.84,1938.98
8395.96,5008.75,261.53,3163.86
2418.41,1621.03,39.39,84.31
1931.59,866.04,50.34,216.74
5526.96,4324.22,151.17,505.76
7046.99,3928.42,2115.31,1693.46
8159.73,5213.22,1952.32,836.34
6306.62,1883.23,2771.33,3155.57
7964.65,1722.05,3069.89,4183.54
4534.39,1067.96,2006.35,1895.82
1295.81,1079.08,128.04,110.66
2044.89,1672.42,265.0,92.9
1348.5,1032.03,185.41,118.41
3960.49,1345.49,1540.67,862.03
5459.42,3099.97,1517.75,449.59
4206.86,3185.78,454.47,571.56
6045.4,4064.13,337.65,553.9
5325.48,1495.74,259.02,510.45
7101.49,5872.07,412.14,274.12
7002.66,2188.17,353.14,2087.65
3862.58,1237.02,355.61,2104.63
4115.93,3419.13,13.29,176.49
6266.33,3379.0,693.43,1202.19
6367.89,2935.75,2663.33,2133.33
3832.3,2251.7,479.15,841.83
3972.86,3523.84,86.53,92.52
7246.41,2056.1,1675.22,2477.61
6826.7,4982.56,444.57,808.28
2215.46,961.57,675.97,184.39
4969.38,1401.04,1811.19,1624.38
9034.35,4475.2,99.73,2738.05
1326.75,774.99,225.7,163.34
8696.48,2993.09,165.17,502.83
2468.6,1194.04,690.68,760.12
5565.24,3589.43,1479.18,604.33
4819.03,2908.35,1387.13,644.13
1091.16,770.59,52.76,102.12
9238.57,7256.74,1177.44,1150.93
5094.33,2477.87,1660.02,700.63
9588.41,4756.59,3341.18,703.22
3580.7,1961.09,336.36,1013.59
8796.48,5246.64,1280.31,529.98
9301.51,2565.6,1193.63,1587.88
6011.49,2517.88,67.94,1341.79
2824.1,904.63,1011.97,640.46
7167.23,3369.29,1310.94,2713.96
5940.8,5235.91,139.92,325.74
9500.77,5775.63,2524.46,2815.04
4953.45,2479.53,981.02,1494.32
3416.62,2036.84,1097.93,784.88
2244.58,1500.18,472.47,388.13
7287.7,3676.41,2511.18,545.3
9766.99,5014.34,2940.3,197.53
1255.09,867.25,32.87,207.47
7664.01,1859.32,301.98,941.96
9342.37,5400.42,2885.76,2288.64
1673.03,975.6,77.11,360.41
1991.53,1453.27,168.46,98.14
7227.61,6417.05,395.5,524.07
6831.67,5171.77,281.38,395.92
1619.45,894.99,130.57,41.3
8509.8,2711.37,2162.78,1904.09
5710.81,3493.78,640.09,573.54
9164.78,7185.27,1071.43,1145.38
8901.92,7590.58,78.76,537.56
8312.57,6464.83,722.48,57.29
5643.09,1875.07,525.29,772.36
3265.4,2281.87,477.38,774.4
5553.78,4532.49,94.95,224.99
1907.3,1290.69,97.49,206.88
6929.62,4712.32,1425.97,186.5
2205.79,1213.44,186.7,65.14
5600.56,3617.31,1169.43,854.85
1489.44,604.81,193.25,194.54
3695.61,968.87,512.69,823.33
3088.72,2407.35,163.07,225.26
6580.28,5660.37,648.31,177.52
8081.08,6463.05,514.1,653.17
1515.73,657.43,167.37,619.85
8652.55,2297.0,2728.51,2353.77
8746.91,3464.62,1629.65,1413.08
4080.42,3223.47,541.73,63.81
6931.04,4568.04,1872.34,1421.26
4623.52,4053.37,240.18,20.89
2387.72,1050.3,483.34,177.5
5757.96,3374.34,654.13,1182.61
1777.24,1338.31,341.78,268.41
8906.25,3240.04,2190.71,2160.42
9318.61,8152.51,166.05,613.98
8394.52,5159.93,2508.01,651.83
6062.75,1246.07,3702.61,457.54
6018.39,1309.64,1641.37,1760.59
9861.47,8062.25,501.17,1231.75
3231.12,2105.71,612.62,417.62
1683.54,1235.97,296.8,261.2
6057.47,4535.9,606.84,1328.36
3959.07,1957.05,529.83,412.49
3901.05,2961.0,226.66,157.05
1063.77,910.88,39.95,50.31
6366.15,2040.48,408.46,1394.94
3376.3,2481.23,557.54,365.41
2690.73,1117.87,132.07,283.34
1363.89,579.71,249.88,29.12
4279.25,2092.25,1460.82,547.66
8910.72,7169.6,562.88,578.99
4030.04,868.23,745.58,2138.44
7111.67,3582.49,2677.24,1120.38
7808.92,5279.09,256.11,2056.59
3952.91,1096.1,2022.28,1753.37
8394.77,6334.5,102.32,972.99
7226.92,6210.32,336.31,599.59
6033.18,1590.67,2245.14,3542.86
1008.93,309.81,206.96,115.78
1315.82,1160.38,66.48,85.59
9917.79,3357.16,1070.7,3988.99
8040.56,2052.41,2725.97,2880.92
9438.09,8178.43,135.6,416.56
9120.73,7523.1,1017.49,961.14
1183.99,780.26,188.55,180.63
8126.63,4762.22,1297.13,1854.17
5060.31,4268.19,34.64,334.88
8106.02,5340.77,1105.6,1113.13
1060.44,700.82,162.14,145.5
3593.79,2841.18,159.96,294.75
7761.91,5101.69,1442.03,1314.91
8137.19,4496.4,223.59,1348.03
6577.43,3109.84,578.92,421.14
3711.31,2049.36,980.61,879.99
3793.26,2145.98,194.01,1195.46
9700.88,4390.44,1043.18,2486.54
4952.91,2544.22,1254.16,592.46
5024.13,3824.92,699.23,599.72
5970.99,2935.1,125.05,2089.2
4685.52,1020.94,371.12,129.4
5974.04,2378.35,1283.28,767.83
4891.02,1771.62,1479.33,711.0
8440.43,6376.81,749.15,250.73
9181.46,4723.91,2307.48,2316.63
9388.99,3720.08,3428.52,4208.95
6078.67,4665.34,1073.61,465.65
4979.34,1062.85,1096.24,495.76
7347.16,2365.61,650.01,1803.83
8544.91,6655.36,399.2,1023.96
6066.84,3551.87,298.1,798.45
7299.83,5413.22,595.03,1028.83
7747.56,6095.19,1153.45,646.83
7087.54,6090.85,276.73,509.97
7715.2,1885.57,694.06,3705.81
2877.81,2185.59,289.42,442.13
5485.37,3818.57,1322.7,932.51
6294.42,2171.06,620.75,3257.71
1022.3,871.2,94.03,51.6
8703.66,4203.36,2964.29,1737.73
6490.22,5330.6,372.32,363.19
2162.23,1348.32,403.41,311.66
8347.21,4747.26,1245.22,2560.72
7453.51,2323.01,1076.69,2266.85
7824.7,6572.97,426.71,749.14
4528.38,2670.22,141.65,441.4
8687.82,1774.62,3909.87,4091.68
4726.25,1005.74,2468.01,1994.31
6134.58,4566.23,385.69,283.5
1005.78,315.17,312.97,462.07
6803.86,4212.38,481.29,519.98
7463.58,5051.03,246.0,434.79
6103.98,2414.47,1958.75,2190.04
5469.03,3273.32,235.57,678.41
8289.43,3052.01,3276.44,2351.05
7132.35,6151.09,213.33,153.96
3502.67,2809.56,453.86,130.09
9631.66,3868.36,1699.04,1879.24
7365.4,4199.53,934.17,633.39
9891.45,5444.68,2670.1,1090.64
9741.35,8494.62,508.93,582.87
9270.19,4410.94,781.28,3317.79
7798.34,4628.78,2156.34,1020.37
6484.86,5512.75,264.53,371.52
2549.54,800.47,143.81,1075.86
5890.16,3447.75,812.84,948.83
7888.39,2161.19,2629.75,1949.57
5687.71,3596.05,1020.54,402.9
8814.15,4019.06,3205.45,1279.37
1986.9,1743.2,105.55,131.95
4428.46,2173.43,403.58,792.15
5553.68,1640.18,819.23,821.24
4890.93,3833.51,85.3,601.23
1977.28,1531.61,262.38,267.07
2381.75,1634.84,63.3,471.57
8538.56,6183.35,1141.45,678.79
5359.46,2065.0,1573.29,2180.26
1438.5,934.22,316.89,162.51
1148.42,260.25,53.03,292.81
5261.28,1777.38,565.54,1745.66
2479.41,2113.93,265.94,132.54
7346.13,5270.59,950.16,764.97
8157.91,2948.85,1907.31,2799.08
3054.67,849.1,1319.24,650.22
6329.59,5470.31,620.42,514.67
2390.0,665.69,362.81,593.88
3732.24,1418.06,1668.94,972.62
8999.16,2950.32,525.98,623.39
5896.88,1210.19,3665.68,2205.89
8973.0,3767.71,686.48,250.35
3027.23,2669.79,76.13,158.62
3970.22,1744.25,172.01,598.54
5238.57,2897.0,1505.49,1746.08
5320.72,3842.39,1164.02,434.56
9978.83,5845.16,982.08,1276.52
2030.01,1462.65,147.79,280.5
8667.69,5747.93,651.64,1182.2
8773.14,5491.93,406.42,556.79
5978.79,3914.64,1300.32,723.52
4096.33,3110.82,47.87,180.39
5673.03,3954.87,1330.24,217.36
3632.21,2739.57,662.21,489.55
8191.97,2473.31,541.85,3288.12
5484.51,3698.6,756.55,504.16
9332.58,6681.34,2105.83,453.25
6604.22,2707.58,2657.88,1348.36
5628.87,4571.79,604.76,392.9
7399.62,3058.25,78.01,2573.56
5535.4,2051.87,190.56,921.59
9140.56,7376.14,1120.79,394.52
2660.01,991.96,502.35,180.08
9760.14,4790.78,2657.34,1907.87
8309.71,3802.08,2665.57,1875.25
8746.6,7247.81,506.21,374.28
5346.17,2772.87,295.17,592.73
8534.81,5855.02,829.01,1628.75
3760.97,2842.64,639.92,160.71
7857.53,5025.15,750.21,2500.35
2264.05,1948.41,15.82,171.38
3763.47,2866.84,687.99,570.76
5011.59,2406.29,1418.7,828.0
3900.88,3376.48,226.9,39.57
4483.15,2542.86,1286.97,1276.73
8380.94,1808.64,2161.82,1968.16
3310.08,1264.48,1612.12,284.07
7707.53,4895.91,1928.94,1314.6
1663.41,515.27,257.68,570.72
7891.65,4804.81,916.29,213.71
8128.21,3683.04,980.58,2995.36
4615.29,2649.5,1036.9,731.05
7502.3,1510.31,3064.7,2505.18
9236.25,7332.61,795.73,442.84
8206.42,3720.36,3466.25,1492.67
4514.02,1345.68,1197.06,626.36
5357.92,2714.01,1657.68,811.55
8014.22,4330.28,1939.51,1413.21
3633.35,2347.81,532.92,147.06
8234.94,4670.81,120.03,825.86
3952.64,910.95,1599.92,1164.88
8253.92,6686.16,805.95,416.84
1781.2,925.44,85.49,610.81
1399.58,355.34,664.9,455.74
9979.08,7394.3,965.66,506.85
8825.11,5843.18,773.27,2254.81
8945.63,5855.87,2036.67,1958.94
9561.52,4769.67,1316.31,1902.6
4944.85,2409.86,1261.11,787.13
3581.52,2060.94,751.67,712.88
2170.22,510.91,70.1,453.62
5510.88,2255.44,1101.21,1267.32
2980.43,2657.13,57.62,73.9
9419.96,6250.47,506.03,1853.66
1036.03,511.03,275.09,44.99
2288.77,814.01,13.46,108.74
3218.28,2322.46,694.5,255.3
2790.61,1066.58,545.33,595.59
3032.01,951.02,497.45,782.27
6904.43,2127.67,3515.6,1507.59
3947.61,2804.71,444.97,264.1
6535.22,4247.68,1124.24,685.8
9012.32,2242.84,3768.44,2053.4
6423.01,1801.85,3221.55,571.68
7250.8,4667.28,268.15,1357.32
4289.53,2572.78,112.14,942.75
2437.65,1658.09,619.73,329.18
3885.26,1261.26,18.65,1079.18
9678.54,6858.33,1597.81,234.67
6596.3,5641.6,466.71,152.81
3497.6,2171.08,586.37,332.45
5058.24,1706.1,2107.36,911.69
8519.62,5756.54,2193.82,2039.13
7015.99,3088.14,147.33,2620.79
6045.88,1417.77,2275.29,557.54
8966.47,3690.93,3025.11,1814.59
7051.96,5880.69,286.67,313.45
6784.57,3309.5,2482.21,82.87
2707.91,2180.59,192.79,276.41
1957.5,1088.49,114.35,257.72
9686.28,5442.57,2900.69,2074.37
6389.73,1301.28,3838.42,4466.04
4741.15,3062.65,133.63,735.48
6301.19,1735.79,2745.38,1654.92
1556.31,832.82,124.45,97.13
8399.15,3210.34,27.9,3914.24
2949.81,1400.18,323.08,288.96
8240.91,4746.39,2390.0,313.1
5809.41,1220.7,518.28,3420.92
3489.15,1392.9,219.13,1454.44
1271.89,1135.45,80.67,58.0
8342.5,2003.7,2060.67,3203.2
2588.14,1096.27,177.22,659.02
1466.25,623.15,155.13,226.22
7802.9,3632.8,2650.86,1350.77
4150.39,2819.55,663.57,166.26
4504.01,1681.89,1717.94,2433.93
3223.61,1683.33,120.48,824.09
8732.61,5688.46,1115.63,464.12
3675.97,1564.58,1346.4,1369.7
2891.73,2498.86,83.54,243.93
3783.25,3351.09,58.49,159.55
2828.35,802.6,618.72,971.79
3858.9,1700.52,575.65,824.45
1746.43,603.53,169.58,160.75
2426.77,802.66,1239.45,989.39
4753.48,2584.4,838.3,862.86
8915.2,5301.68,1757.84,3010.66
1515.62,754.71,73.72,311.82
2914.07,1138.79,866.39,1428.95
9175.11,3624.49,2465.91,3737.03
9010.13,8059.47,708.76,851.58
7115.06,6023.42,360.08,676.28
3164.26,800.97,1478.59,1137.62
4778.3,3151.69,395.82,1312.75
2900.99,1507.98,645.18,39.43
2157.3,1471.64,508.46,220.92
4419.99,2730.99,844.6,554.18
6182.39,5084.88,624.41,484.57
4239.39,1046.67,2237.42,904.72
6497.42,2889.52,2671.07,1743.87
3666.29,3262.44,67.29,19.76
4112.65,1347.3,433.25,184.24
8116.06,2346.62,2540.75,3852.83
8904.83,6324.93,2054.67,1236.25
3898.31,2901.14,391.01,190.59
6143.64,4119.87,535.74,1407.29
3503.46,2604.25,386.49,552.76
1480.01,1014.7,23.97,121.99
7640.71,2254.31,763.61,1930.7
2539.03,1588.81,113.21,96.66
4831.41,3593.67,27.64,655.6
5383.41,4338.28,603.84,420.47
2660.24,990.58,434.75,870.91
1851.0,535.31,177.39,384.12
4132.12,3085.71,428.81,335.86
9570.57,3632.83,1536.42,1706.45
6536.22,1453.33,1598.13,2588.35
4432.69,3447.08,248.79,344.66
1350.2,748.27,1.92,180.88
6402.46,2744.37,2014.37,760.79
1830.32,380.71,128.37,1161.55
5882.9,1322.06,799.58,1596.45
7767.55,5863.23,289.94,801.38
4812.27,2612.07,583.26,579.2
3694.7,1126.17,329.18,539.04
1426.46,643.27,217.38,192.44
1223.0,386.12,162.87,412.61
4870.24,1358.88,171.96,2105.29
8950.11,3521.11,3781.03,1335.61
3196.57,1868.89,324.57,588.49
6166.5,2139.8,306.94,699.16
7158.75,3153.93,1670.9,2404.36
1547.47,827.2,71.03,36.84
2377.9,1174.73,744.13,780.27
3981.49,1154.79,139.25,1062.04
7030.84,1597.45,2019.64,3782.61
4951.32,1113.16,2898.04,2337.71
7607.76,3386.4,536.85,2515.58
8808.38,6193.71,421.21,1385.09
7825.35,2284.05,2661.88,1814.0
9930.22,7456.47,1939.14,1651.89
7789.25,5460.05,718.95,861.43
8669.61,1757.85,3586.62,1924.39
8491.3,1857.25,808.38,2021.95
7572.39,2548.29,2577.96,2312.21
8216.22,1966.01,1263.35,1078.92
9412.15,5383.19,1976.73,1295.86
5276.87,1201.75,289.04,1561.89
6744.58,5138.37,674.57,1336.26
5634.46,3071.19,486.83,2302.4
8659.33,6144.39,1371.57,725.44
4882.24,3542.02,801.63,361.16
8377.54,4647.31,2531.01,3280.63
8194.19,6946.66,990.44,694.58
9656.97,8625.31,379.12,419.15
3240.29,1462.83,953.56,513.37
7386.58,2128.11,77.5,1624.75
7812.28,3548.86,3087.01,269.87
9426.51,3359.11,2988.76,2507.55
9162.12,5238.02,1322.72,1570.97
6161.73,2864.41,1145.65,1211.55
6212.38,3331.79,1746.78,1714.38
2505.62,1839.71,444.02,265.48
9774.66,3829.86,3842.27,1780.92
3295.16,1898.78,570.38,262.88
7522.63,3269.43,1262.85,2419.64
8162.16,6117.31,1546.78,191.31
4970.94,3219.56,888.58,260.22
2900.74,597.42,1001.77,1626.08
2700.64,1787.92,436.88,339.6
8708.46,2778.99,2987.82,2263.38
5596.81,3957.68,935.05,355.6
1811.23,1081.55,322.92,454.43
7453.18,3585.26,2708.64,2827.21
3251.54,2230.06,702.55,624.82
8887.55,7106.62,630.1,914.5
3786.15,2821.14,130.11,549.64
2802.44,1630.36,540.71,213.17
1763.73,1244.99,257.6,97.97
5603.78,2744.4,1197.23,1502.54
5056.64,3804.2,892.31,528.47
7761.81,6056.82,126.88,469.59
